Ticker,MarketCap,TrailingPE,ForwardPE,TrailingEPS,ForwardEPS,TotalRevenue,DividendYield,Beta,Sector,Industry,FullTimeEmployees,Sector_Encoded,Industry_Encoded
PERSISTENT.BO,817607409664.0,62.114216,46.934734,85.28,,113192337408.0,0.57,0.722,Technology,Information Technology Services,21950.0,10,47
PETRONET.BO,424574976000.0,11.652943,15.450327,24.29,18.32,524594511872.0,3.53,0.535,Energy,Oil & Gas Refining & Marketing,521.0,5,66
PFC.BO,1202226462720.0,5.390648,6.6148376,67.58,,414099013632.0,3.84,0.78,Financial Services,Credit Services,545.0,6,28
PFIZER.BO,185360531456.0,30.120428,37.309395,134.52,108.6,22360700928.0,0.86,0.21,Healthcare,Drug Manufacturers - General,1721.0,7,31
PFOCUS.BO,28648759296.0,,18.72549,-9.58,5.1,35657539584.0,,1.071,Communication Services,Entertainment,10400.0,2,38
PFS.BO,20225490944.0,11.75,,2.68,,3576822016.0,1.77,1.178,Financial Services,Credit Services,46.0,6,28
PGEL.BO,224960659456.0,97.98398,94.6012,8.11,8.4,40362455040.0,0.03,0.808,Technology,Electronic Components,1462.0,10,35
PGHH.BO,439580524544.0,61.348927,95.107864,220.62,142.31,43167100928.0,1.63,0.21,Consumer Defensive,Household & Personal Products,439.0,4,46
PGIL.BO,61357944832.0,26.387793,66.488304,50.62,20.09,41546162176.0,0.37,-0.105,Consumer Cyclical,Apparel Manufacturing,9116.0,3,6
PHOENIXLTD.BO,553267691520.0,53.198696,60.286327,29.09,25.67,40246341632.0,0.16,0.69,Real Estate,Real Estate - Diversified,101.0,9,76
PIDILITIND.BO,1351935197184.0,69.43951,137.69171,38.27,19.3,129010196480.0,0.6,0.398,Basic Materials,Specialty Chemicals,7914.0,1,86
PIIND.BO,457301131264.0,26.88113,82.678276,112.14,36.46,79317000192.0,0.4,0.76,Basic Materials,Agricultural Inputs,3545.0,1,2
PILANIINVS.BO,40812916736.0,26.245804,,139.95,,3073325056.0,0.41,0.784,Financial Services,Asset Management,8.0,6,8
PILITA.BO,2961000192.0,60.000004,,0.21,,981646016.0,,1.091,Consumer Cyclical,"Furnishings, Fixtures & Appliances",205.0,3,45
PIONEEREMB.BO,1386384896.0,22.495,,2.0,,3809559040.0,,0.742,Consumer Cyclical,Textile Manufacturing,1088.0,3,91
PLASTIBLEN.BO,4943145984.0,14.290007,13.208333,13.31,14.4,7802038784.0,2.23,0.595,Basic Materials,Specialty Chemicals,477.0,1,86
PNB.BO,1003904761856.0,5.784768,8.700199,15.1,10.04,515221585920.0,1.72,0.856,Financial Services,Banks - Regional,102349.0,6,11
PNBGILTS.BO,14218989568.0,6.2840095,6.329327,12.57,12.48,3496764928.0,1.27,0.743,Financial Services,Capital Markets,52.0,6,20
PNC.BO,426053152.0,73.625,,0.4,,546846016.0,,1.395,Communication Services,Entertainment,19.0,2,38
POKARNA.BO,34236166144.0,23.640549,56.0533,46.71,19.7,8291244032.0,0.05,1.389,Industrials,Building Products & Equipment,198.0,8,18
POLYMED.BO,206390935552.0,62.886696,46.53644,32.39,43.77,16070775808.0,0.15,0.409,Healthcare,Medical Instruments & Supplies,6300.0,7,59
POLYPLEX.BO,34007496704.0,16.393764,,66.08,,68243070976.0,0.92,0.783,Basic Materials,Specialty Chemicals,534.0,1,86
PONNIERODE.BO,2535674112.0,8.960802,,32.91,,3363200000.0,2.37,0.07,Consumer Defensive,Confectioners,133.0,4,24
POWERGRID.BO,2331195211776.0,15.035993,12.191148,16.67,20.56,454950813696.0,5.98,0.402,Utilities,Utilities - Regulated Electric,8316.0,12,99
PPAP.BO,2357375744.0,,4.2800517,-2.58,39.1,5424849920.0,1.34,0.233,Consumer Cyclical,Auto Parts,1260.0,3,10
PRAENG.BO,1553274112.0,,,-5.56,,775553024.0,,-0.013,Real Estate,Real Estate - Development,,9,75
PRAJIND.BO,89912123392.0,33.230297,102.97894,14.72,4.75,33869258752.0,1.23,0.816,Industrials,Engineering & Construction,1400.0,8,37
PRAKASH.BO,25456504832.0,7.201114,3.416246,19.74,41.61,40601501696.0,0.84,1.089,Basic Materials,Steel,2427.0,1,89
PRATIBHA.BO,,,,,,,,,Unknown,Unknown,,11,97
PRECWIRE.BO,24386816000.0,29.609543,,4.61,,38470381568.0,1.03,1.131,Industrials,Electrical Equipment & Parts,678.0,8,34
PREMIER.BO,103874296.0,,,-2.53,,,,0.851,Industrials,Specialty Industrial Machinery,,8,87
PRESTIGE.BO,484700487680.0,79.35825,97.42857,14.18,11.55,79849996288.0,0.16,0.716,Real Estate,Real Estate - Diversified,8351.0,9,76
PRIMESECU.BO,6939745792.0,18.18502,,11.35,,913800000.0,0.48,0.32,Financial Services,Capital Markets,19.0,6,20
PRISMFN.BO,273012608.0,,,-6.33,,139178000.0,,0.063,Financial Services,Capital Markets,2.0,6,20
PSB.BO,273009377280.0,32.224,,1.25,,38403338240.0,0.5,0.892,Financial Services,Banks - Regional,,6,11
PSUBNKBEES.BO,,,,,,,,,Unknown,Unknown,,11,97
PTC.BO,41159913472.0,7.829392,11.587501,17.76,12.0,167611793408.0,5.61,1.107,Utilities,Utilities - Independent Power Producers,108.0,12,98
PTL.BO,4895301632.0,14.792,4.141097,2.5,8.93,643508992.0,4.73,0.419,Real Estate,Real Estate Services,578.0,9,77
PUNJLLOYD.BO,748379072.0,,,,,,,,Unknown,Unknown,,11,97
PURVA.BO,56809283584.0,,36.51677,-4.26,6.56,24067899392.0,2.15,0.772,Real Estate,Real Estate - Development,788.0,9,75
RADAAN.BO,212313088.0,4.6117644,,0.85,,324484000.0,,1.076,Communication Services,Entertainment,25.0,2,38
RADICO.BO,277119401984.0,90.087,126.51802,22.99,16.37,46257594368.0,0.14,0.739,Consumer Defensive,Beverages - Wineries & Distilleries,1469.0,4,14
RAHME.BO,101047432.0,,,-0.25,,147000.0,,0.167,Consumer Cyclical,Textile Manufacturing,2.0,3,91
RAIN.BO,40950124544.0,,3.840694,-16.78,31.7,153743917056.0,0.82,1.167,Basic Materials,Specialty Chemicals,,1,86
RAINBOWPAP.BO,,,,,,,,,Unknown,Unknown,,11,97
RAJAGRO.BO,15393279180800.0,,,,,,,,Unknown,Unknown,,11,97
RAJESHEXPO.BO,47034916864.0,123.48838,3.3118505,1.29,48.1,2842849181696.0,,0.283,Consumer Cyclical,Luxury Goods,111.0,3,56
RAJSREESUG.BO,1398985088.0,11.630854,,3.63,,6532922880.0,,0.399,Consumer Defensive,Confectioners,989.0,4,24
RAJTV.BO,4133856000.0,,,-2.98,,1202907520.0,,0.146,Communication Services,Broadcasting,246.0,2,16
RAJVIR.BO,58165164.0,,,-183.84,,180138000.0,,0.115,Consumer Cyclical,Textile Manufacturing,105.0,3,91
RALLIS.BO,40828764160.0,30.035767,17.642857,6.99,11.9,26693799936.0,1.19,0.728,Basic Materials,Agricultural Inputs,1657.0,1,2
RAMANEWS.BO,4604161536.0,,,-1.98,,458060992.0,,0.478,Consumer Defensive,Beverages - Non-Alcoholic,51.0,4,13
RAMCOCEM.BO,195886612480.0,51.81676,22.964245,15.99,36.08,87993696256.0,0.3,0.327,Basic Materials,Building Materials,3647.0,1,17
RAMCOIND.BO,19783794688.0,10.34029,,22.04,,16088436736.0,0.33,0.515,Industrials,Building Products & Equipment,1754.0,8,18
RAMCOSYS.BO,10776907776.0,,-93.48387,-17.33,,5672909824.0,,1.235,Technology,Software - Application,1767.0,10,82
RAMKY.BO,29509402624.0,11.378069,,37.48,,21368340480.0,,0.645,Industrials,Engineering & Construction,1054.0,8,37
RANASUG.BO,2090060416.0,14.634408,,0.93,,16001570816.0,,0.805,Consumer Defensive,Confectioners,1302.0,4,24
RANEENGINE.BO,1966326144.0,49.06137,,5.54,,5655499776.0,1.84,0.636,Consumer Cyclical,Auto Parts,832.0,3,10
RANEHOLDIN.BO,17140517888.0,7.5527267,7.8350854,157.89,152.2,38580998144.0,2.1,0.963,Consumer Cyclical,Auto Parts,113.0,3,10
RATNAMANI.BO,171024482304.0,32.36074,45.692883,75.4,53.4,49670336512.0,0.57,0.597,Basic Materials,Steel,2922.0,1,89
RAYMOND.BO,86144131072.0,5.0176377,38.941032,257.97,33.24,103338885120.0,0.77,0.775,Consumer Cyclical,Textile Manufacturing,6707.0,3,91
RBL.BO,5180172800.0,11.574266,10.356205,57.9,64.71,7050599936.0,4.48,0.695,Consumer Cyclical,Auto Parts,606.0,3,10
RCF.BO,64519909376.0,24.41545,,4.79,,170836197376.0,1.06,0.878,Basic Materials,Agricultural Inputs,2526.0,1,2
RCOM.BO,4939650048.0,,,-0.54,,3649999872.0,,2.005,Communication Services,Telecom Services,,2,90
RECLTD.BO,949539176448.0,6.078894,5.305302,59.32,,209463197696.0,4.77,0.726,Financial Services,Credit Services,512.0,6,28
REDINGTON.BO,175430090752.0,13.868974,14.393842,16.18,15.59,954508771328.0,2.76,0.967,Technology,Information Technology Services,5037.0,10,47
REFEX.BO,50471407616.0,33.336178,,11.72,,21822535680.0,0.13,2.793,Energy,Thermal Coal,183.0,5,92
REGENCERAM.BO,1229534464.0,,,-4.65,,73922000.0,,-1.286,Industrials,Building Products & Equipment,39.0,8,18
RELAXO.BO,106346749952.0,60.595745,20.391407,7.05,20.95,28420900864.0,0.7,0.404,Consumer Cyclical,Footwear & Accessories,7708.0,3,44
RELCAPITAL.BO,2960574976.0,,,,,,,,Unknown,Unknown,,11,97
RELIANCE.BO,16240184655872.0,23.475538,19.534843,51.1,,9398380396544.0,0.42,0.664,Energy,Oil & Gas Refining & Marketing,347362.0,5,66
RELIGARE.BO,73950765056.0,48.83188,,4.58,,72297603072.0,,0.508,Financial Services,Insurance - Life,13000.0,6,49
RELINFRA.BO,84003078144.0,27.535667,5.294265,7.71,40.1,241698308096.0,,2.355,Utilities,Utilities - Independent Power Producers,4604.0,12,98
RENUKA.BO,58725040128.0,,,-2.37,,113520189440.0,,0.839,Consumer Defensive,Confectioners,2132.0,4,24
REPCOHOME.BO,20761001984.0,4.535329,4.7213473,73.17,,7426400256.0,0.9,1.343,Financial Services,Mortgage Finance,823.0,6,61
REPRO.BO,6237168128.0,,,-0.04,,4700400128.0,,0.607,Industrials,Specialty Business Services,368.0,8,85
RESPONIND.BO,52548632576.0,27.605043,,7.14,,13273356288.0,0.05,0.526,Basic Materials,Specialty Chemicals,304.0,1,86
RICOAUTO.BO,8577068544.0,28.177778,11.221239,2.25,5.65,22155599872.0,0.95,1.044,Consumer Cyclical,Auto Parts,2401.0,3,10
RIIL.BO,11901065216.0,95.1872,,8.28,,515063008.0,0.44,0.759,Industrials,Engineering & Construction,,8,37
RKDL.BO,565200000.0,,,-0.26,,369212992.0,,0.001,Consumer Defensive,Beverages - Wineries & Distilleries,59.0,4,14
RKFORGE.BO,117124145152.0,30.118547,12.574728,21.51,51.52,43111874560.0,0.31,0.878,Industrials,Tools & Accessories,2554.0,8,94
RMCL.BO,26120444.0,,,,,,,,Unknown,Unknown,,11,97
RML.BO,9917766656.0,,8.184564,-4.21,74.5,20909699072.0,,0.642,Consumer Cyclical,Auto Parts,1188.0,3,10
RNAVAL.BO,32886863872.0,3.8896503,,,,,,,Unknown,Unknown,,11,97
ROHLTD.BO,9618018304.0,18.936285,67.442314,18.52,5.2,3140456960.0,0.71,0.751,Consumer Cyclical,Lodging,1098.0,3,54
ROLCOEN.BO,911395840.0,42.917408,,28.09,,571614976.0,0.17,-0.239,Industrials,Tools & Accessories,,8,94
ROLLT.BO,385200192.0,,,-0.65,,2940000.0,,1.799,Real Estate,Real Estate Services,,9,77
ROLTA.BO,505967552.0,,,-61.41,,,,1.24,Technology,Information Technology Services,,10,47
ROSSELLIND.BO,2143046016.0,6.0867233,,9.34,,4009666048.0,0.53,0.697,Industrials,Conglomerates,5619.0,8,25
RPGLIFE.BO,34569920512.0,43.67106,63.09215,47.82,33.1,6373300224.0,0.77,0.436,Healthcare,Drug Manufacturers - Specialty & Generic,1270.0,7,32
RPOWER.BO,141031161856.0,5.77123,8.345864,5.77,3.99,76015296512.0,,1.72,Utilities,Utilities - Independent Power Producers,1277.0,12,98
RPPINFRA.BO,5830018560.0,7.725477,6.182824,15.19,18.98,15385600000.0,,1.245,Industrials,Engineering & Construction,764.0,8,37
RRSECUR.BO,151629344.0,193.23079,,0.26,,2864340.0,,-0.394,Financial Services,Capital Markets,1.0,6,20
RSSOFTWARE.BO,1828849024.0,9.606513,,7.37,,668734976.0,0.71,1.304,Technology,Information Technology Services,148.0,10,47
RSWM.BO,6259815424.0,,,-1.24,,47410368512.0,2.31,0.578,Consumer Cyclical,Textile Manufacturing,18622.0,3,91
RTNPOWER.BO,47901380608.0,0.44510975,,20.04,,32615354368.0,,1.141,Utilities,Utilities - Renewable,524.0,12,101
RUBYMILLS.BO,6039264256.0,14.220473,6.363637,12.7,28.38,2358726912.0,0.97,0.511,Consumer Cyclical,Textile Manufacturing,188.0,3,91
RUCHINFRA.BO,1904721664.0,,,-0.19,,611028992.0,,1.201,Industrials,Specialty Business Services,122.0,8,85
RUCHIRA.BO,3462020096.0,5.9093227,5.2607713,19.63,22.05,6576360960.0,4.31,0.513,Basic Materials,Paper & Paper Products,1017.0,1,70
RUIAAQA.BO,,,,,,,,,Unknown,Unknown,,11,97
RUPA.BO,15141483520.0,19.689762,15.231999,9.67,12.5,12243140608.0,1.58,0.965,Consumer Cyclical,Apparel Manufacturing,777.0,3,6
RUSHIL.BO,7088497152.0,17.847221,0.91982824,1.44,27.94,9006542848.0,0.39,1.2,Consumer Cyclical,"Furnishings, Fixtures & Appliances",833.0,3,45
SADBHAV.BO,2184098816.0,,0.7572873,-17.34,16.81,12193694720.0,,1.789,Industrials,Engineering & Construction,217.0,8,37
SAGCEM.BO,23435943936.0,,5.7192984,-9.43,31.35,23083100160.0,0.39,0.73,Basic Materials,Building Materials,1189.0,1,17
SAGRSOY-B.BO,10181972.0,0.47563025,,5.95,,9034268.0,,-0.658,Consumer Defensive,Packaged Foods,,4,68
SAIL.BO,433705648128.0,19.337017,10.926119,5.43,9.61,1011214385152.0,1.9,1.706,Basic Materials,Steel,55989.0,1,89
SAKHTISUG.BO,2492263424.0,2.421478,,8.66,,9055456256.0,,0.281,Consumer Defensive,Confectioners,845.0,4,24
SAKSOFT.BO,21343782912.0,21.83355,8.855485,7.69,18.96,8380258816.0,0.48,0.685,Technology,Information Technology Services,1946.0,10,47
SAKUMA.BO,4232978944.0,8.4375,2.2881358,0.32,1.18,20589340672.0,0.37,0.797,Consumer Defensive,Farm Products,62.0,4,40
SALSTEEL.BO,1557439616.0,67.888885,,0.27,,5672014848.0,,0.709,Basic Materials,Steel,315.0,1,89
SAMBHAAV.BO,1332043648.0,53.615383,,0.13,,440302016.0,,0.775,Communication Services,Publishing,8.0,2,73
SANDESH.BO,8573881856.0,6.131319,,184.74,,4120086016.0,0.22,0.41,Communication Services,Publishing,451.0,2,73
SANGAMIND.BO,15641264128.0,42.18792,,7.45,,28237699072.0,0.64,0.914,Consumer Cyclical,Textile Manufacturing,9931.0,3,91
SANGHIIND.BO,13417452544.0,,12.6992655,-15.5,4.09,9171399680.0,,0.95,Basic Materials,Building Materials,686.0,1,17
SANGHVIMOV.BO,18206932992.0,12.10708,,17.37,,6805246976.0,1.43,1.474,Industrials,Rental & Leasing Services,330.0,8,78
SANOFI.BO,115750649856.0,36.90125,25.115936,136.2,200.11,28224999424.0,3.34,0.283,Healthcare,Drug Manufacturers - General,2174.0,7,31
SANTOSHF.BO,115430648.0,,,-2.21,,143408992.0,,0.575,Consumer Cyclical,Textile Manufacturing,,3,91
SANWARIA.BO,360688992.0,,,-0.01,,10043000.0,,0.732,Consumer Defensive,Farm Products,,4,40
SARDAEN.BO,159892881408.0,23.305086,6.4179635,19.47,70.7,43069698048.0,0.22,1.135,Basic Materials,Steel,1507.0,1,89
SAREGAMA.BO,85566005248.0,43.27335,16.48203,10.28,26.99,11935939584.0,1.01,1.638,Communication Services,Entertainment,332.0,2,38
SARLAPOLY.BO,6152501248.0,10.065574,,7.32,,4326112768.0,,0.887,Consumer Cyclical,Textile Manufacturing,397.0,3,91
SARTHAKGL.BO,57690000.0,147.92308,,0.13,,110753000.0,,0.192,Financial Services,Capital Markets,12.0,6,20
SASHWAT.BO,66942536.0,,,-3.72,,-2143000.0,,-0.191,Real Estate,Real Estate Services,,9,77
SASKEN.BO,24024303616.0,43.098915,24.853102,36.9,63.99,5118931968.0,1.57,0.691,Technology,Information Technology Services,1877.0,10,47
SASTASUNDR.BO,6929917440.0,,-4.305336,-28.97,,11837028352.0,,0.799,Healthcare,Pharmaceutical Retailers,941.0,7,71
SATHAISPAT.BO,116052000.0,0.13826561,,,,,,,Unknown,Unknown,,11,97
SBIN.BO,6147276800000.0,7.7401037,8.301557,88.92,,3409518788608.0,1.99,0.783,Financial Services,Banks - Regional,232296.0,6,11
SCHAEFFLER.BO,478483742720.0,50.764175,15.613555,60.13,195.5,83506798592.0,0.85,,Consumer Cyclical,Auto Parts,,3,10
SCHNEIDER.BO,146331648000.0,67.54967,41.37931,9.06,,25215700992.0,,0.351,Industrials,Electrical Equipment & Parts,1295.0,8,34
SCI.BO,68006653952.0,7.0361447,,20.75,,56931799040.0,0.34,0.574,Industrials,Marine Shipping,1338.0,8,57
SDBL.BO,22947665920.0,21.598837,8.619489,5.16,12.93,14889228288.0,,0.635,Consumer Defensive,Beverages - Brewers,494.0,4,12
SEAMECLTD.BO,23711354880.0,24.09819,,38.7,,6885812224.0,,0.674,Industrials,Marine Shipping,59.0,8,57
SELAN.BO,7698800128.0,11.037263,,45.89,,2510813952.0,,0.84,Energy,Oil & Gas E&P,60.0,5,63
SEQUENT.BO,37233610752.0,323.91302,,0.46,,15108710400.0,,0.89,Healthcare,Drug Manufacturers - Specialty & Generic,1195.0,7,32
SESHAPAPER.BO,17293273088.0,11.89072,,23.06,,17914599424.0,1.82,0.342,Basic Materials,Paper & Paper Products,1026.0,1,70
SETCO.BO,2203142400.0,,5.3129034,-8.23,3.1,6735477760.0,,1.373,Consumer Cyclical,Auto Parts,,3,10
SGL.BO,350884000.0,,,-0.38,,1061734976.0,,0.644,Consumer Cyclical,Textile Manufacturing,221.0,3,91
SHAHALLOYS.BO,949686080.0,,,-5.79,,3646266880.0,,0.317,Basic Materials,Steel,539.0,1,89
SHAKTIPUMP.BO,97190592512.0,8.333334,33.927822,97.02,23.83,24722448384.0,0.08,0.8,Industrials,Specialty Industrial Machinery,585.0,8,87
SHALPAINTS.BO,9141262336.0,,,-11.68,,5654900224.0,,0.436,Basic Materials,Specialty Chemicals,896.0,1,86
SHANTIGEAR.BO,32431648768.0,32.670017,97.858795,12.94,4.32,6050500096.0,1.42,0.421,Industrials,Specialty Industrial Machinery,490.0,8,87
SHILPAMED.BO,59637776384.0,64.94675,26.572983,9.39,22.95,12488201216.0,,0.664,Healthcare,Drug Manufacturers - Specialty & Generic,1007.0,7,32
SHIRPUR-G.BO,146268736.0,,,,,,,,Unknown,Unknown,,11,97
SHIVAMAUTO.BO,3775437568.0,,26.86087,-3.29,1.15,4730484224.0,,0.786,Consumer Cyclical,Auto Parts,803.0,3,10
SHOPERSTOP.BO,57351741440.0,178.4589,36.87898,2.92,14.13,46099800064.0,,0.327,Consumer Cyclical,Department Stores,6327.0,3,29
SHREECEM.BO,984185896960.0,80.64496,36.604065,338.24,745.2,192689995776.0,0.38,0.464,Basic Materials,Building Materials,7073.0,1,17
SHREERAMA.BO,4935646720.0,26.9927,,1.37,,1952902016.0,,0.372,Consumer Cyclical,Packaging & Containers,343.0,3,69
SHREYANIND.BO,2502252544.0,5.3188367,7.2778444,34.03,24.87,6052056064.0,1.66,0.358,Basic Materials,Paper & Paper Products,1352.0,1,70
SHVSUIT.BO,32868482.0,1060.0001,,0.02,,26762416.0,,0.045,Consumer Cyclical,Textile Manufacturing,,3,91
SICL.BO,,,,-0.01,,10407000.0,,0.381,Real Estate,Real Estate - Development,7.0,9,75
SIEMENS.BO,1645189922816.0,61.351257,45.715668,75.3,,221174005760.0,0.26,0.596,Industrials,Specialty Industrial Machinery,9434.0,8,87
SIL.BO,1225465472.0,136.07143,,0.14,,259868992.0,5.77,-0.188,Consumer Cyclical,Textile Manufacturing,12.0,3,91
SILINV.BO,4921265664.0,13.090474,,35.48,,598726976.0,0.54,0.772,Financial Services,Asset Management,6.0,6,8
SIMBHALS.BO,556028160.0,5.960177,,2.26,,10129872896.0,,0.553,Consumer Defensive,Confectioners,1387.0,4,24
SIMPLEXINF.BO,14331414528.0,10.847751,6.86559,23.12,36.53,11544099840.0,,0.988,Industrials,Engineering & Construction,846.0,8,37
SITINET.BO,523232416.0,,,-1.44,,12678280192.0,,1.047,Communication Services,Entertainment,189.0,2,38
SIYSIL.BO,27244744704.0,14.122766,,42.52,,21332054016.0,2.33,0.488,Consumer Cyclical,Textile Manufacturing,2750.0,3,91
SJVN.BO,330849878016.0,32.505795,23.715494,2.59,,30505199616.0,2.14,0.464,Utilities,Utilities - Renewable,1295.0,12,101
SKFINDIA.BO,182440869888.0,33.89758,48.190083,108.67,76.44,49095598080.0,3.53,0.46,Industrials,Tools & Accessories,1701.0,8,94
SMARTLINK.BO,1409966336.0,12.302003,,11.49,,2360691968.0,,0.506,Technology,Communication Equipment,20.0,10,22
SMLISUZU.BO,15238594560.0,12.594187,21.359026,83.61,49.3,23072137216.0,1.52,0.567,Consumer Cyclical,Auto Manufacturers,957.0,3,9
SMSPHARMA.BO,16198160384.0,24.438059,,7.83,,7803509248.0,0.21,1.367,Healthcare,Drug Manufacturers - General,1197.0,7,31
SOBHA.BO,128453263360.0,199.8752,39.553837,6.01,30.37,35609391104.0,0.25,1.251,Real Estate,Real Estate - Development,3814.0,9,75
SOLARINDS.BO,788222312448.0,69.93242,234.23874,124.3,37.11,69844197376.0,0.1,0.095,Basic Materials,Specialty Chemicals,1886.0,1,86
SOMANYCERA.BO,18150008832.0,26.173862,21.177034,16.91,20.9,26272944128.0,0.68,1.194,Industrials,Building Products & Equipment,1953.0,8,18
SOMATEX.BO,1288286976.0,1.4579439,,26.75,,61173000.0,,-0.427,Consumer Cyclical,Textile Manufacturing,,3,91
SONATSOFTW.BO,99759874048.0,23.36476,15.816462,15.38,22.72,97316601856.0,2.45,1.084,Technology,Information Technology Services,6043.0,10,47
SOTL.BO,26056378368.0,22.825825,3.3337717,16.65,114.0,37814439936.0,1.05,0.466,Basic Materials,Specialty Chemicals,584.0,1,86
SOUTHBANK.BO,62320267264.0,4.5458016,8.476869,5.24,2.81,48261660672.0,1.26,0.728,Financial Services,Banks - Regional,13116.0,6,11
SPARC.BO,36557402112.0,,,-11.97,,611353024.0,,0.94,Healthcare,Drug Manufacturers - Specialty & Generic,409.0,7,32
SPECIALITY.BO,6084933632.0,27.187502,,4.64,,4294259968.0,0.79,0.736,Consumer Cyclical,Restaurants,2305.0,3,80
SPENTEX.BO,27130168.0,,,,,,,,Unknown,Unknown,,11,97
SPIC.BO,15268927488.0,13.632728,,5.5,,24568399872.0,2.0,1.111,Basic Materials,Agricultural Inputs,649.0,1,2
SPICEJET.BO,27558625280.0,,5.439574,,,,,,Unknown,Unknown,,11,97
SPLIL.BO,1063139968.0,9.596859,,3.82,,1773228032.0,,0.461,Consumer Cyclical,Apparel Manufacturing,310.0,3,6
SPMLINFRA.BO,11474655232.0,39.390244,,4.1,,10428151808.0,,1.368,Industrials,Engineering & Construction,243.0,8,37
SRF.BO,828625911808.0,72.47083,21.581223,38.57,129.52,139494703104.0,0.26,0.635,Industrials,Conglomerates,7372.0,8,25
SRHHYPOLTD.BO,8665649152.0,10.192813,26.825188,49.53,18.82,6425177088.0,0.59,1.09,Basic Materials,Chemicals,498.0,1,21
SRIND.BO,3824059.0,,,-1.14,,87381000.0,,0.167,Consumer Cyclical,Footwear & Accessories,91.0,3,44
SSWL.BO,27737198592.0,4.270355,2.4989395,41.39,70.73,42637389824.0,0.57,0.572,Consumer Cyclical,Auto Parts,2801.0,3,10
STAR.BO,57256079360.0,16.637653,20.105179,37.34,30.9,45794369536.0,0.4,0.885,Healthcare,Drug Manufacturers - Specialty & Generic,3065.0,7,32
STARPAPER.BO,2540048128.0,5.003094,,32.32,,4226821120.0,2.47,0.409,Basic Materials,Paper & Paper Products,380.0,1,70
STCINDIA.BO,6558000128.0,18.338926,,5.96,,286222016.0,,1.06,Industrials,Conglomerates,126.0,8,25
STEELXIND.BO,9389418496.0,22.400002,,0.35,,11647554560.0,,1.093,Basic Materials,Steel,534.0,1,89
STEL.BO,7009360896.0,44.84061,,8.47,,185322000.0,,1.137,Financial Services,Asset Management,3.0,6,8
STERTOOLS.BO,11945624576.0,18.350859,16.097088,18.07,20.6,10957862912.0,0.6,0.566,Industrials,Tools & Accessories,613.0,8,94
SUBROS.BO,37239853056.0,27.630686,17.564615,20.66,32.5,32906205184.0,0.32,0.787,Consumer Cyclical,Auto Parts,3688.0,3,10
SUDARSCHEM.BO,67285897216.0,50.255276,50.078945,17.04,17.1,27603769344.0,0.71,0.499,Basic Materials,Specialty Chemicals,1248.0,1,86
SUMEETINDS.BO,25430626.0,,0.60375,-35.08,8.0,10314019840.0,,0.3,Consumer Cyclical,Textile Manufacturing,608.0,3,91
SUMMITSEC.BO,15867024384.0,18.11613,,80.34,,1420848000.0,,0.875,Financial Services,Capital Markets,5.0,6,20
SUNDARAM.BO,961972352.0,,,-0.09,,1282893952.0,,0.748,Basic Materials,Paper & Paper Products,302.0,1,70
SUNDARMFIN.BO,500089356288.0,31.84758,65.766556,142.24,68.88,39839199232.0,0.66,0.519,Financial Services,Credit Services,5059.0,6,28
SUNDRMBRAK.BO,3153959168.0,71.44385,,11.22,,3442886912.0,0.25,0.936,Consumer Cyclical,Auto Parts,617.0,3,10
SUNDRMFAST.BO,196238950400.0,35.70773,38.570248,26.14,24.2,58913099776.0,0.64,0.725,Consumer Cyclical,Auto Parts,3058.0,3,10
SUNFLAG.BO,37809946624.0,23.363031,18.243479,8.98,11.5,35715100672.0,,1.098,Basic Materials,Steel,1216.0,1,89
SUNPHARMA.BO,3824292200448.0,33.44314,28.829725,47.66,,516024991744.0,0.97,0.591,Healthcare,Drug Manufacturers - Specialty & Generic,43000.0,7,32
SUNTECK.BO,53505105920.0,26.182796,14.522863,13.95,25.15,10739748864.0,0.41,0.805,Real Estate,Real Estate - Development,587.0,9,75
SUNTV.BO,220116172800.0,12.594138,13.646469,44.35,40.93,40510398464.0,1.79,0.627,Communication Services,Broadcasting,1048.0,2,16
SUPERHOUSE.BO,1765102592.0,15.65005,,10.23,,6546669056.0,0.5,0.674,Consumer Cyclical,Footwear & Accessories,1578.0,3,44
SUPERSPIN.BO,561000000.0,,,-1.26,,73422000.0,,0.505,Consumer Cyclical,Textile Manufacturing,5.0,3,91
SUPRAJIT.BO,55012642816.0,42.381203,30.131382,9.47,13.32,31831500800.0,0.62,0.807,Consumer Cyclical,Auto Parts,1753.0,3,10
SUPREMEIND.BO,422555320320.0,41.322983,32.631676,80.5,,104270700544.0,0.96,0.828,Industrials,Building Products & Equipment,5008.0,8,18
SUPREMEINF.BO,2702700800.0,,,-480.71,,770081984.0,,1.765,Industrials,Engineering & Construction,,8,37
SURANASOL.BO,1551976192.0,262.83334,,0.12,,402132000.0,,0.937,Technology,Solar,36.0,10,84
SURYALAXMI.BO,1241713920.0,71.771736,,0.92,,7842501120.0,,1.109,Consumer Cyclical,Textile Manufacturing,2309.0,3,91
SURYAROSNI.BO,46515154944.0,14.32351,10.183333,14.93,,73705103360.0,1.17,1.511,Basic Materials,Steel,3247.0,1,89
SUTLEJTEX.BO,6494181376.0,,7.2072725,-4.97,5.5,26544400384.0,,0.599,Consumer Cyclical,Textile Manufacturing,12899.0,3,91
